loan_id,pool_id,protocol_id,protocol_name,network_id,network_name,base_asset_id,base_asset_ticker,loan_type,amortization_type,asset_status,investment_status,term_days,payment_interval_days,written_off_principal_token,principal_paid_token,interest_paid_dollar,outstanding_principal_dollar,defaulted_loans_amount_dollar,interest_paid_token,written_off_principal_dollar,outstanding_principal_token,principal_paid_dollar,funded_assets_token,funded_assets_dollar,base_interest_rate,management_fee_rate,late_fee_interest_rate,funding_open_timestamp,term_start_timestamp,term_end_timestamp
0x55d86d51ac3bcab7ab7d2124931fba106c8b60c7-0xd,0x55d86d51ac3bcab7ab7d2124931fba106c8b60c7,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,7177724.83,491267.91,0.00,0.00,491203.33,0.00,0.00,7178668.61,6686521.50,6687400.70,7,0,0,2023-01-25T22:52:59,2023-01-26T15:21:11,null
0x560ac248ce28972083b718778eeb0dbc2de55740-0x12,0x560ac248ce28972083b718778eeb0dbc2de55740,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.1,0,0,2021-07-23T17:39:39,null,2021-07-16T00:00:00
0x560ac248ce28972083b718778eeb0dbc2de55740-0x1e,0x560ac248ce28972083b718778eeb0dbc2de55740,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.1,0,0,2021-11-22T20:05:58,null,null
0x560ac248ce28972083b718778eeb0dbc2de55740-0x6,0x560ac248ce28972083b718778eeb0dbc2de55740,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.1,0,0,2021-06-16T00:38:03,null,null
0x574054524d43cc85d040912b46f4038f05f54404,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,60,30.00,0.00,3750000.00,51777.61,0.00,0.00,51780.82,0.00,0.00,3749767.54,3750000.00,3749767.54,10.5,,0,2022-09-10T07:05:07,2022-09-10T18:28:05,2022-11-09T04:49:23
0x575eb9c8a8efdf7950e60c2b3a1db28f0e484016,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,9000000.00,156220.45,0.00,0.00,156230.14,0.00,0.00,8999442.10,8978030.14,8977473.60,8.8,,0,2022-06-07T06:24:28,2022-06-07T09:59:29,2022-09-05T07:56:04
0x59d3421c0862af616f92091b55c7938a2437c43b,0x3e701d29fcb8747b5c3f88649397d88fff9bd3e9,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,10100000.00,201088.22,0.00,0.00,201100.68,0.00,0.00,10099373.91,10100000.00,10099373.91,8.5,,,2021-12-23T15:25:42,2022-01-03T05:48:19,2022-03-22T03:18:23
0x5a595d84014602e787d16756e685024ccd449e5d,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,60,30.00,0.00,2000000.00,28272.22,0.00,0.00,28273.97,0.00,0.00,1999876.02,2000000.00,1999876.02,10.75,,0,2022-09-19T22:55:11,2022-09-20T10:41:47,2022-11-22T18:27:35
0x5ac1d4a650e80a7faf87a30d6b10daab07034e00,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,3,Maple,1,Ethereum,4,USDC,open_term,bullet,repaid,full,,5.00,0.00,1700000.00,14445.05,0.00,0.00,14445.95,0.00,0.00,1699894.62,1700000.00,1699894.62,10,,0,2024-07-01T19:43:47,2024-07-01T19:43:47,2024-08-05T14:31:47
0x5ac5186f82caa9d87f77c1e77af3f9df8cf9d638,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,5000000.00,212041.65,0.00,0.00,212054.79,0.00,0.00,4999690.06,5000000.00,4999690.06,10.75,,,2021-10-28T11:34:45,2021-10-28T14:44:26,2022-04-19T21:25:02
0x5bc504b197cacd7c87ddb814d4517272e5bd29e7,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,15000000.00,517776.12,0.00,0.00,517808.22,0.00,0.00,14999070.17,14926767.12,14925841.83,8.75,,0,2022-02-15T00:44:24,2022-02-15T01:02:01,2022-08-12T03:49:02
0x5d5db61df26db7e1dc7d4dd2b747b00f72efdce1,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,5000000.00,157798.44,0.00,0.00,157808.22,0.00,0.00,4999690.06,5000000.00,4999690.06,8,,,2021-08-12T03:00:21,2021-08-12T03:13:40,2022-02-07T14:42:29
0x5da58f338b98f30de5d9ddea0690bccf5e3726a6,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,6000000.00,266284.86,0.00,0.00,266301.37,0.00,0.00,5999628.07,6000000.00,5999628.07,11.25,,,2021-10-13T18:17:09,2021-10-13T23:13:55,2022-04-08T08:27:05
0x5ddaf75cad6dc53d452d25fc65fee2bea6f19d9c,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,3000000.00,63612.49,0.00,0.00,63616.44,0.00,0.00,2999814.03,3000000.00,2999814.03,10.75,,,2021-09-28T07:55:04,2021-09-28T12:40:11,2021-12-30T02:53:34
0x5ede28fcb725b5e9d0e178c8f995ea71484ee090,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,6000000.00,242615.10,0.00,0.00,242630.14,0.00,0.00,5999628.07,5970706.85,5970336.73,10.25,,0,2022-02-09T20:27:45,2022-02-10T05:59:32,2022-08-08T18:57:28
0x5f5e0d5f66669c0f37d8cfba848ef92a5fe61a50,0xa1fe1b5fc23c2dab0c28d4cc09021014f30be8f1,3,Maple,1,Ethereum,786,wETH,fixed_term,bullet,repaid,full,180,30.00,0.00,3732.00,193686.01,0.00,0.00,73.62,0.00,0.00,9818804.53,3713.78,9770867.24,4,,0,2022-02-24T13:27:47,2022-02-25T09:44:13,2022-08-24T15:15:42
0x60de183d3b4f8cfe60391c5d8b8ad08b5a30a550,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,2000000.00,39449.61,0.00,0.00,39452.05,0.00,0.00,1999876.02,2000000.00,1999876.02,10,,,2021-05-26T00:12:47,2021-05-26T00:59:55,2021-08-20T00:55:58
0x62314a3d00c09329319f8914aadb736264a7d4dc,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,10000000.00,299817.03,0.00,0.00,299835.62,0.00,0.00,9999380.11,9951178.08,9950561.22,7.6,,0,2022-03-01T15:28:10,2022-03-02T11:39:57,2022-08-02T13:54:27
0x62384502733ffa69a0600b32379871f438e1346f,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,60,30.00,0.00,100.00,1.31,0.00,0.00,1.32,0.00,0.00,99.99,99.92,99.91,10,,0,2022-01-18T16:03:39,2022-01-18T16:38:49,2022-01-18T16:53:02
0x630b503fa7febcf4478933f732ec1cdeaabbf3eb,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,5800000.00,178803.71,0.00,0.00,178814.79,0.00,0.00,5799640.46,5800000.00,5799640.46,7.75,,,2021-08-14T06:17:50,2021-08-15T11:00:45,2022-02-10T23:45:49
0x6325aacb981eba6b03dd7b72b9903b46a098c09e,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,2000000.00,59174.41,0.00,0.00,59178.08,0.00,0.00,1999876.02,2000000.00,1999876.02,15,,,2021-05-26T07:45:33,2021-05-26T15:42:48,2021-08-23T18:14:45
0x633e4e82c257e8f10175ac5677735e06ecd00c20,0x1a066b0109545455bc771e49e6edef6303cb0a93,3,Maple,1,Ethereum,786,wETH,fixed_term,bullet,repaid,full,180,30.00,0.00,2825.00,139283.18,0.00,0.00,52.94,0.00,0.00,7432508.79,2811.21,7396221.86,4.75,,0,2022-04-11T20:58:27,2022-04-11T21:00:46,2022-10-07T07:43:47
0x635f5c010dcceebdcc35cec388c0b4b083949eb0,0xa1fe1b5fc23c2dab0c28d4cc09021014f30be8f1,3,Maple,1,Ethereum,786,wETH,fixed_term,bullet,repaid,full,90,30.00,0.00,1866.00,48421.50,0.00,0.00,18.40,0.00,0.00,4909402.27,1861.44,4897417.94,4,,0,2022-02-24T13:30:00,2022-02-24T21:23:30,2022-05-25T14:57:19
0x65d657b37dba8cc07bd83f1e843b3d79be1246fe,0xa1fe1b5fc23c2dab0c28d4cc09021014f30be8f1,3,Maple,1,Ethereum,786,wETH,fixed_term,bullet,repaid,full,90,30.00,0.00,1960.00,44503.15,0.00,0.00,16.92,0.00,0.00,5156714.06,1955.22,5144126.03,3.5,,0,2022-03-08T03:04:06,2022-03-08T03:33:49,2022-06-14T16:55:38
0x662d9bea49901dd961fb2671581b4aa280adfb98,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,6000000.00,226769.50,0.00,0.00,226783.56,0.00,0.00,5999628.07,5970706.85,5970336.73,9.5,,0,2022-03-24T01:55:09,2022-03-24T17:36:28,2022-09-19T13:04:11
0x667b69e2085d39b14faa4c7ce1de95f2979e84fb,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,3,Maple,1,Ethereum,4,USDC,open_term,bullet,repaid,full,,10.00,0.00,700000.00,3163.55,0.00,0.00,3163.75,0.00,0.00,699956.61,700000.00,699956.61,10,,0,2024-07-17T14:51:23,2024-07-17T14:51:23,2024-08-05T02:51:47
0x6694b375a03951a37b98493abe7fcf04c441b76f,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,6000000.00,0.00,0.00,0.00,0.00,0.00,0.00,5999628.07,5970706.85,5970336.73,9.75,,0,2022-02-19T23:19:35,2022-02-20T10:05:54,2022-03-08T15:00:35
0x68a5ced7951211b57c84fdab9d78026a584506f2,0xd618d93676762a8e3107554d9adbff7dfd7fbf47,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,5000000.00,262175.53,0.00,0.00,262191.78,0.00,0.00,4999690.06,5000000.00,4999690.06,11,,,2021-12-07T14:56:50,2021-12-07T15:58:29,2022-05-12T17:21:30
0x69717362cd01b693186b6dbd2227f2bd94378bd2,0xd3cd37a7299b963bbc69592e5ba933388f70dc88,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,30,30.00,0.00,2000000.00,18639.94,0.00,0.00,18641.10,0.00,0.00,1999876.02,2000000.00,1999876.02,13.5,,5,2023-04-10T17:25:11,2023-04-10T17:30:35,2023-05-10T07:20:59
0x697da67f1b50aeb36f6ece9e40a1825473372b08,0xc1dd3f011290f212227170f0d02f511ebf57e433,3,Maple,1,Ethereum,4,USDC,open_term,bullet,repaid,full,,30.00,0.00,2000000.00,13473.09,0.00,0.00,13473.92,0.00,0.00,1999876.02,2000000.00,1999876.02,9.75,,0,2024-07-22T21:23:35,2024-07-22T21:23:35,2024-08-21T14:02:11
0x69a8ebf9dc1677f5e61de22101e7e46179a9b668,0xe9d33286f0e37f517b1204aa6da085564414996d,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,90.00,0.00,308000.00,17618.20,0.00,0.00,17619.30,0.00,0.00,307980.91,308000.00,307980.91,11.5,,0,2023-10-17T16:34:47,2023-04-21T15:09:47,2023-10-17T16:35:59
0x69e766238cdadbaaa5cbbad6ba48e7a284137972,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,27500000.00,1111985.86,0.00,0.00,1112054.79,0.00,0.00,27498295.31,27500000.00,27498295.31,10.25,,,2021-12-13T13:16:21,2021-12-13T14:30:02,2022-06-10T16:00:15
0x69f932b42f8c13723b978f6e41c3886830e8c55b,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,10000000.00,433945.70,0.00,0.00,433972.60,0.00,0.00,9999380.11,10000000.00,9999380.11,11,,,2021-12-08T06:27:03,2021-12-08T09:25:59,2022-06-10T16:01:00
0x6a62f9c52340e209416df446ec19f064311f68a4,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,2000000.00,44380.81,0.00,0.00,44383.56,0.00,0.00,1999876.02,2000000.00,1999876.02,11.25,,,2021-11-11T18:33:04,2021-11-12T09:44:17,2022-02-07T14:52:34
0x6c4463896be1bfaafd4378882a92e0113532090d,0x1a066b0109545455bc771e49e6edef6303cb0a93,3,Maple,1,Ethereum,786,wETH,fixed_term,bullet,repaid,full,180,30.00,0.00,1600.00,140812.53,0.00,0.00,53.52,0.00,0.00,4209562.50,1592.19,4189010.61,6,,0,2022-09-07T07:36:21,2022-03-12T00:57:18,2022-11-06T10:47:11
0x6cee9dd6b728b9a22bf9a3e409aa9e80ce7a389c,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,2500000.00,46846.41,0.00,0.00,46849.32,0.00,0.00,2499845.03,2500000.00,2499845.03,9.5,,,2021-08-08T07:13:00,2021-08-08T10:30:17,2021-11-09T10:45:26
0x6d0f7ba34fa8bd387a87f808b5d5c634b33c33a8,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,17000000.00,251491.26,0.00,0.00,251506.85,0.00,0.00,16998946.19,16958501.37,16957450.13,7.5,,0,2022-06-04T22:36:28,2022-06-05T04:42:57,2022-09-02T13:46:08
0x6d2ca97efa28c302720f5d2d7cf665c51b70ef0f,0x6f6c8013f639979c84b756c7fc1500eb5af18dc4,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,8000000.00,126238.75,0.00,0.00,126246.58,0.00,0.00,7999504.09,8000000.00,7999504.09,8,,,2021-12-07T09:24:30,2021-12-10T09:59:26,2022-03-09T12:09:55
0x6db9ef062bd1f6ef36a5cb8fe539b1024dec6800,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,3000000.00,94679.06,0.00,0.00,94684.93,0.00,0.00,2999814.03,2985353.42,2985168.37,8,,0,2022-03-23T04:58:17,2022-03-23T05:47:21,2022-09-19T13:05:11
0x6e2abeb903dfcfca08189dc9bf7255c62cd4daed,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,8000000.00,236697.66,0.00,0.00,236712.33,0.00,0.00,7999504.09,8000000.00,7999504.09,7.5,,,2021-08-23T17:59:18,2021-08-24T04:19:22,2022-02-19T22:48:21
0x6e51e775a41ac7c153e3dfa21eb7469e4ab8eb8c,0xfe119e9c24ab79f1bdd5dd884b86ceea2ee75d92,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,30,30.00,0.00,100000.00,378.90,0.00,0.00,378.92,0.00,0.00,99993.80,100000.00,99993.80,5.49,,0,2023-06-23T18:45:11,2023-05-25T12:49:59,2023-06-23T18:45:59
0x6f31d6e3eb19c203946aa71c205bc317efc54851,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,10000000.00,483257.71,0.00,0.00,483287.67,0.00,0.00,9999380.11,10000000.00,9999380.11,12.25,,,2021-11-24T06:07:39,2021-11-24T06:10:49,2022-05-24T12:49:30
0x707342cc126c034a401aca19bc24313f749fd23b,0xc1dd3f011290f212227170f0d02f511ebf57e433,3,Maple,1,Ethereum,4,USDC,open_term,bullet,repaid,full,,30.00,0.00,1000000.00,7262.17,0.00,0.00,7262.62,0.00,0.00,999938.01,1000000.00,999938.01,11.5,,0,2024-07-19T13:24:47,2024-07-19T13:24:47,2024-08-05T21:29:35
0x714d520cfac2027834c8af8ffc901855c3ad41ec-0x1,0x714d520cfac2027834c8af8ffc901855c3ad41ec,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,2008.26,8.27,0.00,0.00,8.26,0.00,0.00,2008.53,2000.00,2000.26,10,0,0,2021-03-30T17:45:41,2021-03-31T16:10:44,2021-04-16T00:00:00
0x71963bd09d8dad05fef1f326b0fd216f8f93581b,0xd3cd37a7299b963bbc69592e5ba933388f70dc88,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,60,30.00,0.00,2400000.00,41422.09,0.00,0.00,41424.66,0.00,0.00,2399851.23,2400000.00,2399851.23,12.5,,0,2023-04-12T10:52:35,2023-04-12T11:05:11,2023-06-10T11:54:59
0x721a55f2972a46042991a946b60b548bec31a65b,0xcc8058526de295c6ad917cb41416366d69a24cde,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,funded,full,30,30.00,0.00,8765965.07,0.00,0.00,0.00,0.00,0.00,0.00,8765421.68,0.00,0.00,0,,0,2022-12-11T12:36:23,null,2022-12-12T00:16:47
0x722fe8e1683a412f40e6546b6c4b939417caf9a7,0x3e701d29fcb8747b5c3f88649397d88fff9bd3e9,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,23300000.00,471628.19,0.00,0.00,471657.43,0.00,0.00,23298555.66,23300000.00,23298555.66,8.5,,,2021-12-21T08:04:30,2021-12-22T09:28:56,2022-03-22T03:15:06
0x72569cf4a53eb1b09784d7ecdc640cc4f5ff7366,0xc1dd3f011290f212227170f0d02f511ebf57e433,3,Maple,1,Ethereum,4,USDC,open_term,bullet,repaid,full,,45.00,0.00,9000000.00,178438.05,0.00,0.00,178449.11,0.00,0.00,8999442.10,9000000.00,8999442.10,11,,0,2024-01-18T18:35:35,2024-01-18T18:35:35,2024-03-05T19:28:35
0x7357b9dbc70914d2d20c891b581c19a491ae7d27,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,4000000.00,126238.75,0.00,0.00,126246.58,0.00,0.00,3999752.04,4000000.00,3999752.04,8,,,2021-08-20T09:29:20,2021-08-20T15:07:46,2022-02-14T23:47:56
0x7627d2285f0eef60c22f2a2685657664804ec634,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,4000000.00,149908.51,0.00,0.00,149917.81,0.00,0.00,3999752.04,3980471.23,3980224.49,9.5,,0,2022-05-05T21:50:09,2022-05-06T05:05:11,2022-10-24T23:16:59
0x78a07659e823abbc7ab58e47bed3255545380620,0xa1fe1b5fc23c2dab0c28d4cc09021014f30be8f1,3,Maple,1,Ethereum,786,wETH,fixed_term,bullet,repaid,full,180,30.00,0.00,3505.00,170535.94,0.00,0.00,64.82,0.00,0.00,9221572.85,3487.89,9176551.36,3.75,,0,2022-04-28T21:10:08,2022-04-29T06:08:49,2022-12-16T21:53:11
0x79c1f41b4cc890050375344918ef81ce916b41c7,0xe9d33286f0e37f517b1204aa6da085564414996d,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,90.00,0.00,90000.80,5569.03,0.00,0.00,5569.38,0.00,0.00,89995.22,90000.80,89995.22,11.5,,0,2023-10-17T16:41:11,2023-04-05T11:10:23,2023-10-17T16:41:59
0x7df5a2238c62e4b7e05238da1fbe4b6fbbe22770,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,7500000.00,318062.47,0.00,0.00,318082.19,0.00,0.00,7499535.08,7481506.85,7481043.08,10.75,,0,2022-01-24T20:44:43,2022-01-24T21:42:42,2022-07-22T19:39:52
0x7fc25e1c68a820892cc8cff4f2f40f892cd47151,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,180,30.00,0.00,5000000.00,216972.85,0.00,0.00,216986.30,0.00,0.00,4999690.06,5000000.00,4999690.06,11,,,2021-12-23T03:46:49,2021-12-23T03:50:07,2022-06-20T14:25:53
0x827620ba4b407637363abe3561a0842b2f061ef2,0xfebd6f15df3b73dc4307b1d7e65d46413e710c27,3,Maple,1,Ethereum,4,USDC,fixed_term,bullet,repaid,full,90,30.00,0.00,2000000.00,59174.41,0.00,0.00,59178.08,0.00,0.00,1999876.02,2000000.00,1999876.02,15,,,2021-05-26T00:15:28,2021-05-26T02:41:34,2021-08-19T13:19:47
0x82b8617a16e388256617febba1826093401a3fe5-0x1,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,82580.74,590.59,0.00,0.00,590.51,0.00,0.00,82591.60,81990.23,82001.01,10,0,0,2020-12-16T20:27:28,2020-12-17T16:34:40,2021-01-16T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x10,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,13028.92,159.84,0.00,0.00,159.82,0.00,0.00,13030.63,12869.10,12870.79,10,0,0,2021-05-07T16:48:35,2021-05-07T17:08:08,2021-06-16T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x11,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,12335.46,227.79,0.00,0.00,227.76,0.00,0.00,12337.08,12107.70,12109.29,10,0,0,2021-05-07T16:52:36,2021-05-07T17:09:56,2021-07-16T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x12,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,0,0,2021-07-09T16:41:33,null,null
0x82b8617a16e388256617febba1826093401a3fe5-0x13,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,0,0,2021-07-09T16:42:00,null,null
0x82b8617a16e388256617febba1826093401a3fe5-0x14,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,6402.09,76.90,0.00,0.00,76.89,0.00,0.00,6402.93,6325.20,6326.03,10,0,0,2021-07-12T16:15:07,2021-07-13T17:24:23,2021-08-27T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x15,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,11886.67,142.59,0.00,0.00,142.57,0.00,0.00,11888.23,11744.10,11745.64,10,0,0,2021-07-12T16:16:05,2021-07-13T19:26:02,2021-08-28T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x2,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,1882.73,28.27,0.00,0.00,28.27,0.00,0.00,1882.98,1854.46,1854.70,10,0,0,2020-12-17T15:49:56,2020-12-17T16:36:37,2021-02-16T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x3,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,funded,closed,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10,0,0,2020-12-17T15:53:17,null,2021-02-16T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x4,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,84585.68,1147.53,0.00,0.00,1147.38,0.00,0.00,84596.81,83438.30,83449.27,10,0,0,2021-01-12T21:20:06,2021-01-12T21:27:53,2021-03-06T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x5,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,82692.20,1286.98,0.00,0.00,1286.81,0.00,0.00,82703.07,81405.39,81416.09,10,0,0,2021-02-08T04:57:56,2021-02-09T14:46:16,2021-04-16T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x6,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,1048.92,16.32,0.00,0.00,16.32,0.00,0.00,1049.06,1032.60,1032.74,10,0,0,2021-02-08T05:03:55,2021-02-09T14:48:36,2021-04-16T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x7,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,2245.70,20.90,0.00,0.00,20.89,0.00,0.00,2246.00,2224.81,2225.10,10,0,0,2021-02-09T02:27:09,2021-02-09T15:30:07,2021-03-16T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x8,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,10980.27,178.49,0.00,0.00,178.47,0.00,0.00,10981.71,10801.80,10803.22,10,0,0,2021-03-03T16:27:53,2021-03-08T20:07:15,2021-05-16T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0x9,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,11065.24,90.66,0.00,0.00,90.64,0.00,0.00,11066.70,10974.60,10976.04,10,0,0,2021-03-03T16:30:59,2021-03-08T20:08:12,2021-04-16T00:00:00
0x82b8617a16e388256617febba1826093401a3fe5-0xa,0x82b8617a16e388256617febba1826093401a3fe5,2,Centrifuge,1,Ethereum,1635,DAI,term_loan,bullet,repaid,full,,,0.00,82315.28,1340.65,0.00,0.00,1340.48,0.00,0.00,82326.10,80974.80,80985.45,10,0,0,2021-03-03T16:33:21,2021-03-08T17:19:48,2021-05-16T00:00:00
